"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"1515","","2","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1516","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","3","F","1992.0000000000","A3","","A2","N","","","","",""
"1517","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1518","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1519","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"1520","","18","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","",""
"1521","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","3","","","M","1992.0000000000","A4","","A2","N","","","","",""
"1522","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"1523","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1992.0000000000","A4","","A2","N","","","","",""
"1524","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1525","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1526","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1527","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1991.0000000000","A4","","A2","N","","","","",""
"1528","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","M","1987.0000000000","A4","","A2","N","","","","",""
"1529","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1993.0000000000","A3","","A2","N","","","","",""
"1530","1980-01-01 00:00:00","21","pl","2","","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1990.0000000000","A4","","A2","N","","","","",""
"1531","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","M","1993.0000000000","A4","","A2","N","","","","",""
"1532","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1533","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1534","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1990.0000000000","A4","","A2","N","","","","",""
"1535","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1536","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1537","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1949.0000000000","A3","","A2","N","","","","",""
"1538","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1539","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1540","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1541","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1985.0000000000","A3","","A1","N","","","","",""
"1542","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1543","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1544","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","2","","","F","1996.0000000000","A3","","A2","N","","","","",""
"1545","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1546","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1547","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1548","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1991.0000000000","A4","","A2","N","","","","",""
"1549","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","","2","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1552","","2","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1553","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1958.0000000000","A4","","A2","N","","","","",""
"1554","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"1555","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","3","","","F","22.0000000000","A4","","A2","N","","","","",""
"1556","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"1559","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1560","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","2","","F","1961.0000000000","-oth-","podyplomowe","A2","N","","","","",""
"1561","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562","","17","pl","7","","","","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1566","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
